"Product Series","Part No.","Density","Density unit","STR Frequency (MHz)","DTR Frequency (MHz)","Voltage (min) (V)","Voltage (max) (V)","Temp. (min) (⁰C)","Temp. (max) (⁰C)","Package Type","Dimension","Dimension unit","Interface Type","Status-Industrial","Status-Automotive","Automotive Grade","On-Chip ECC (bit)","Additional Spec Information",
"W25H-JV","W25H01JVSFAM","1","Gb","133","80","2.7","3.6","-40","105","SOP","300","MIL","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVSFAMG","1","Gb","133","80","2.7","3.6","-40","105","SOP","300","MIL","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVSFSM","1","Gb","133","80","2.7","3.6","-40","125","SOP","300","MIL","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-JV","W25H01JVSFSMG","1","Gb","133","80","2.7","3.6","-40","125","SOP","300","MIL","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-JV","W25H01JVTBAM","1","Gb","133","80","2.7","3.6","-40","105","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVTBAMG","1","Gb","133","80","2.7","3.6","-40","105","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVTBSM","1","Gb","133","80","2.7","3.6","-40","125","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG1","1","-"
"W25H-JV","W25H01JVTBSMG","1","Gb","133","80","2.7","3.6","-40","125","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG1","1","-"
"W25H-JV","W25H01JVZEAM","1","Gb","133","80","2.7","3.6","-40","105","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVZEAMG","1","Gb","133","80","2.7","3.6","-40","105","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG2","1","-"
"W25H-JV","W25H01JVZESM","1","Gb","133","80","2.7","3.6","-40","125","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG1","1","-"
"W25H-JV","W25H01JVZESMG","1","Gb","133","80","2.7","3.6","-40","125","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG1","1","-"
"W25H-NW","W25H01NWSFAM","1","Gb","133","84","1.7","1.95","-40","105","SOP","300","MIL","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWSFAMG","1","Gb","133","84","1.7","1.95","-40","105","SOP","300","MIL","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWSFSM","1","Gb","133","84","1.7","1.95","-40","125","SOP","300","MIL","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-NW","W25H01NWSFSMG","1","Gb","133","84","1.7","1.95","-40","125","SOP","300","MIL","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-NW","W25H01NWTBAM","1","Gb","133","84","1.7","1.95","-40","105","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWTBAMG","1","Gb","133","84","1.7","1.95","-40","105","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWTBSM","1","Gb","133","84","1.7","1.95","-40","125","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-NW","W25H01NWTBSMG","1","Gb","133","84","1.7","1.95","-40","125","TFBGA (5x5)","6x8","MM^2","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-NW","W25H01NWZEAM","1","Gb","133","84","1.7","1.95","-40","105","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWZEAMG","1","Gb","133","84","1.7","1.95","-40","105","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG2","","-"
"W25H-NW","W25H01NWZESM","1","Gb","133","84","1.7","1.95","-40","125","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG1","","-"
"W25H-NW","W25H01NWZESMG","1","Gb","133","84","1.7","1.95","-40","125","SON","8x6","MM^2","SPI/Dual/Quad","-","P","AG1","","-"
